id,name,type,sweet,body,fruits,jellies,flowers,snacks,trees,plants,spices,smokes,forests,animals,rocks,bads,soft,hard,Climate
53591,"Baron Dauvergne, Fin Fluer Grand cru NV",3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cfa
56560,Echeverria Valle Dorado Sauvignon Blanc 2014,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,csc
57890,Louis Max Bourgogne Pinot Noir 2013,1,3,1,6,0,2,0,2,0,2,0,0,0,0,0,3,1,csc
42294,"Marie Louise Parisot, Beaujolais Villages 2003",1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Cfa
46584,Small Hill Rose 2007,2,4,1,3,0,0,0,2,0,0,0,0,0,0,0,1,1,BWk
49477,Ropiteau Freres Beaujolais Villages 375ml 2010,1,4,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,csc
50692,Pink Elephant Rose 2010,2,4,1,4,0,3,0,0,0,0,0,0,1,0,0,0,0,Cfb
51106,"Sartori, Soave 2011",4,4,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,Cfb
51306,"Domaine Jean Trapet, Chapelle Chambertin Grand Cru 2007",1,4,1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,Cfb
51373,Finest Alsace Gewurztraminer 2012,4,4,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
52398,"Plantagenet, OMRAH Pinot Noir 2012",1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,cfb
52555,"Grand Cru Champagne Mailly, Blanc de Noirs  NV",3,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,csc
52693,"Matetic, Coralillo Sauvignon Blanc 2011",4,4,1,2,0,0,0,0,0,0,2,0,0,0,0,2,1,cfb
52695,"Matetic, Coralillo Pinot Noir 2010",1,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,cfb
53268,"La Chablisienne, BAILLY LAPIERRE, CREMANT DE BOURGOGNE PINOT NOIR NV",3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cfb
53313,"Pascal Jolivet, Sancerre Blanc ¡®Sauvage¡¯  2011",4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,csc
53314,"Pascal Jolivet, Pouilly Fume 'Indigene' 2011",4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,csc
53318,"Gaja, Alteni Di Brassica 2006",4,4,1,2,0,2,0,1,0,0,0,0,0,0,0,2,1,cfb
53446,"Miguel Torres, Las Mulas Sauvignon Blanc  2011",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cfa
53451,"Miguel Torres, Hemisferio Reserva Sauvignon Blanc  2013",4,4,1,2,0,2,0,0,1,0,1,0,0,0,0,1,0,Cfa
53476,"Catena Zapata, LUCA PINOT NOIR 2009",1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
53738,"owen roe, sharecropper oregon pinot noir  2011",1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,bwk
53739,"zepaltas, russian river pinot noir 2012",1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,csc
53740,"zepaltas, w.e.bottoms pinot noir  2012",1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,bwk
53742,"walter hansel, cahill lane pinot noir 2011",1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,csa
53743,"walter hansel, cuvee alyce pinot noir 2011",1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Cfa
53744,"williams selyem, central coast pinot noir  2008",1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,csa
53745,"williams selyem, sonoma coast pinot noir 2010",1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,csc
53746,"kistler, russian river pinot noir 2012",1,4,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,Csc
53747,"williams selyem, westside road pinot noir 2011",1,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2,bwk
53854,Honig Napa Valley Sauvignon Blanc 2013,4,4,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
53891,"Terredavino, ¡®Tra Donne Sole¡¯ Sauvignon Chardonnay 2012",4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,cfb
53903,"williams selyem, sonoma coast pinot noir 2012",1,4,1,5,0,0,0,1,1,0,1,0,0,0,0,1,2,BSh
53905,"Williams Selyem, Russian River Pinot Noir 2012",1,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,BSh
53908,"Williams Selyem, Hirsch Vineyard Pinot Noir 2011",1,4,1,3,0,1,0,1,0,2,0,0,0,0,0,2,1,Cfa
53909,"Williams Selyem, Rochioli Riverblock Pinot Noir 2011",1,4,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,Cfa
53910,"Williams Selyem, Estate Pinot Noir 2011",1,4,1,2,0,0,0,1,1,1,0,0,0,0,0,2,2,Cfa
53924,"Trapiche, Sauvignon Blanc 375ml 2013",4,4,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
53927,"San Pedro, Epica Sauvignon Blanc 2013",4,4,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,cfb
53945,"Paolo scavino, langhe bianco Sorriso 2013",4,4,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,cfb
53967,"J.Lohr, Highland Bench Pinot Noir 2011",1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,cfa
53979,"MORANDE, Gran Reserva Pinot Noir  2010",1,4,1,3,0,0,0,0,0,0,1,0,0,0,0,2,0,csc
54032,"Queen Adelaide, Sauvignon Blanc 2013",4,4,1,5,0,1,0,2,1,1,2,0,0,0,0,0,0,BSk
54061,"Louis Max, Climat Haute Vallee Pinot Noir 2013",1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,bwk
54062,"Louis Max, Nuits Saint Georges Les Lievres 2010",1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,csc
54064,"Louis Max, Echezeaux Grand Cru 2011",1,4,1,4,0,0,0,2,0,3,0,0,0,0,0,0,0,csc
54087,Woven Stone Pinot Noir 2012,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,csc
54365,"Au Bon Climat, Pinot Noir Los Alamos 2009",1,4,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,csc
54551,"Bouchard Pere & Fils, Pommard 2013",1,4,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,BSk
54572,Bronco Salmon Creek Sauvignon Blanc 2011,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,csc
54628,"Matahiwi, Sauvignon Blanc 2013",4,4,1,1,0,2,0,0,1,1,0,0,1,0,0,0,1,cfb
54630,"Matahiwi, Pinot Noir  2012",1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bwk
54723,"Spy Valley, Iced Sauvignon Blanc 2012",4,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,csc
54725,"Ventisquero, Heru 2010",1,4,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,bwk
54757,Yali Wild Swan Sauvignon Blanc  2013,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,csc
54767,Yali Reserva Pinot Noir  2013,1,4,1,2,0,0,0,0,1,1,0,0,0,0,0,0,3,cfb
54799,"Chateau de Marsannay, Rouge 2011",1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,BSk
54819,"La Galope, Domaine de l'Herre Sauvignon Blanc 2013",4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
54864,"Domaine Louis Remy, Morey Saint Denis 'Aux Ch?seaux' 2004",1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Cfa
54866,"Domaine Louis Remy, Clos de la Roche Grand Cru 2004",1,4,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,Cfa
54869,"Francois Parent, Monthelie 1er Cru 'Les Duresses'  2005",1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Cfa
55037,Domaine Laporte Sancerre 'Les Grandmontains' 2013,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
55052,"Champagne Drappier, grande sendree 2005",3,4,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,bwk
55055,"Champagne Drappier, rose brut NV",3,4,1,2,0,0,0,1,1,1,1,0,0,0,0,1,2,bwk
55058,"Champagne Drappier, carte d'or brut 3000ml NV",3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,csc
55059,"Champagne Drappier, grande sendree 1500ml 2004",3,4,1,3,0,0,0,0,1,1,1,0,0,0,0,0,2,bwk
55061,"Champagne Drappier, brut nature zero dosage NV",3,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,bwk
55090,"Champagne Henri Giraud, fut de chene 2000",3,4,1,3,0,0,0,1,1,0,0,0,0,0,0,2,2,cfa
55098,"Champagne Henri Giraud, esprit 375ml NV",3,4,1,4,0,0,0,1,0,0,0,0,0,0,0,1,1,csa
55101,"kistler,?Sonoma Coast pinot noir  2012",1,4,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,Cfa
55108,"kistler,?Kistler Vineyard pinot noir 1500ml 2010",1,4,1,1,0,2,0,0,1,1,0,0,1,0,0,0,1,csa
55129,"Lucien Muzard, Bourgogne Pinot Noir  2011",1,4,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,Cfa
55132,"Lucien Muzard,  Santenay Champs Claude Vieilles Vignes 2011",1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,Cfa
55205,Sine Qua Non Hollerin M 2009,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,csc
55283,Cavit Collection  Pinot noir 2012,1,4,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,csc
55399,Bruno Clavelier Vosne Romanee 1er cru Aux Brulees 2004,1,4,1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,cfb
55400,"Cauvard, Beaune 1er. Teuron 1976",1,4,1,3,0,0,0,0,1,0,0,0,0,0,0,2,2,cfb
55401,"Cauvard, Beaune 1er. Teuron 1988",1,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,cfb
55403,"Cauvard, Beaune 1er. Bressandes 1987",1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,cfb
55404,"Cauvard, Beaune 1er. Bressandes 1996",1,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,cfb
55405,"Cauvard, Beaune 1er. Bressandes 1999",1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,cfb
55406,"Cauvard, Beaune 1er. Les cet vignes 1976",1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Cfa
55407,"Cauvard, Beaune 1er. Les Greves 1999",1,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,Csc
55408,"Cauvard, Pommard les Noixons 1993",1,4,1,3,0,0,0,0,0,2,0,0,0,0,0,1,0,Csc
55409,"Cauvard, Pommard les Noixons 1995",1,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,Csc
55410,"Cauvard, Pommard les Noixons 1996",1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Csc
55419,"Moine Hudelot, Chambolle Musigny les Charmes 2001",1,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,bwk
55452,"Mancey, Bourgogne Pinot Noir 2011",1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
55455,"Mancey, Bourgogne Pinot Noir 375ml 2011",1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Cfa
56014,Carmel Road Monterey Pinot Noir 2012,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,Cfa
56034,Ch. 1er  Alexis Lichine Bordeaux White 2013,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,bwk
56056,Tabali Talinay Sauvignon Blanc  2013,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,csc
56065,Archery Summit Pinot Noir Premier Cuvee 2012,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Cfb
56073,Greywacke Wild Sauvignon  2011,4,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,csc
56074,Greywacke Pinot Noir 2011,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,cfa
56103,Soho White Collection Sauvignon Blanc 2014,4,4,1,2,0,0,0,1,1,1,1,0,1,0,0,2,1,csc
56104,Soho Stella Sauvignon Blanc 2014,4,4,1,0,0,0,0,2,1,0,1,0,0,0,0,1,1,bwk
56106,Soho McQueen Pinot Noir 2013,1,4,1,3,0,0,0,1,1,2,0,0,1,0,0,0,0,cfb
56107,Spottswoode Sauvignon Blanc 2013,4,4,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,bwk
56121,Argyle Grower Series Pinot Noir  2013,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,cfb
56125,Antica Terra Botanica Pinot Noir 2013,1,4,1,5,0,1,3,0,0,0,1,0,0,0,0,2,0,cfb
56154,Walter Hansel Estate Pinot Noir 2012,1,4,1,3,0,0,0,1,0,0,1,0,0,0,0,0,2,dfb
56164,Walter Hansel North Slope Pinot Noir 2012,1,4,1,4,0,0,0,0,1,1,1,0,0,0,0,1,0,Cfb
56165,Walter Hansel South Slope Pinot Noir 2011,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cfb
56172,Williams Selyem Eastside Road Neighbors Pinot Noir 2012,1,4,1,1,0,2,0,0,0,1,0,0,0,0,0,1,1,Cfa
56175,Williams Selyem Vista Verde Vineyard Pinot Noir 2012,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,bwk
56176,Williams Selyem Weir Vineyard Pinot Noir 2012,1,4,1,4,0,0,0,1,0,0,0,0,0,0,0,2,0,bwk
56177,Williams Selyem Burt Williams Morning Dew Ranch Vineyard Pinot Noir 2012,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,bwk
56179,Williams Selyem Ferrington Vineyard Pinot Noir 2012,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
56180,Williams Selyem Rochioli Riverblock Pinot Noir 2012,1,4,1,3,0,0,2,1,0,0,0,0,0,0,1,2,1,cfa
56192,Chilensis Special Selection Sauvignon Blanc 2013,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
56245,"Morande, Edicion Limitada Sauvignon Blanc 2013",4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
56279,Jean Jacques Confuron Clos de Vougeot Grand Cru 2011,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Cfa
56280,Jean Jacques Confuron Nuits St. Georges 1er Cru 'Aux Boudots' 2012,1,4,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,Cfa
56282,Jean Jacques Confuron Romanee St Vivant Grand Cru 2012,1,4,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,cfa
56360,Morande Gran Reserva Pinot Noir 2013,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,cfb
56429,Pascal Doquet  1er Cru Rose NV,3,4,1,3,0,0,0,0,0,2,0,0,1,0,0,2,1,Cfa
56485,Evening Land Pinot Noir Eola-Amity Hills  2012,1,4,1,4,0,0,0,1,0,3,1,0,0,0,0,1,1,csc
56623,Lammershoek Cellar Foot Orange Wine 2013,4,4,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,csc
57047,Tresch Francois Martenot Pinot Noir NA,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
57107,Vina El Aromo Santa Infinito Reservado Sauvignon blanc 2014,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,csc
57173,Andre Beaufort Ambonnay Grand cru millesime 2010,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,cfb
57217,Vinchio Vaglio Serra Castel del Mago Pinot Chardonnay 2011,3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,Cfb
57281,Antonin Guyon Hautes Cotes de Nuits ¡®Les Dames de Vergy¡¯ 2011,1,4,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,Cfa
57374,Veramonte Reserva Sauvignon Blanc 2011,4,4,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,BSk
57376,Veramonte Ritual Sauvignon Blanc 2014,4,4,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,Csa
57379,Veramonte Reserva Pinot Noir 2013,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
57486,Wente Louis Mel Sauvignon Blanc 2013,4,4,1,2,0,0,0,0,1,1,0,0,0,0,0,0,2,csc
57510,Santa Ines Sauvignon Blanc 2014,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,BSk
57566,Redtree Pinot Noir 2013,1,4,1,5,0,0,1,0,0,1,0,0,0,0,0,1,0,Csc
57891,Louis Max Hautes-Cotes de Nuits 2012,1,4,1,2,0,0,0,0,0,1,1,0,0,0,0,3,0,csa
57929,Principesco Pinot Noir Delle Venezie 2013,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,cfb
58031,Farmer's Leap Random Shot Sauvignon Blanc 2014,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cfa
58074,Cono Sur Reserva Pinot Noir 2012,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,csa
58079,Cono Sur 20 Barrels Sauvinon Blanc 2014,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,cfb
58090,Vignerons de Buxy Cremant de Bourgogne Rose NV,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Csc
58143,Faiveley Gevrey 1er Cru Chambertin 'Clos des Issarts' 2012,1,4,1,1,0,2,0,0,1,1,0,0,1,0,0,0,1,csa
58144,Faiveley Clos de Vougeot Grand Cru 2012,1,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Cfa
58156,Faiveley Gevrey 1er Cru Chambertin 'Combe Aux Moines' 2013,1,4,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,cfb
58166,Faiveley Marsannay Rouge 2012,1,4,1,2,0,0,0,1,1,1,1,0,1,0,0,2,1,bwk
58169,Faiveley Beaune Clos de L'ecu 1er Cru 2012,1,4,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,csc
58178,Faiveley Bourgogne Pinot Noir 2012,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,csa
58182,Domaine A. et P. de Villaine Bourgogne Cote Chalonnaise La Digoine 2013,1,4,1,2,0,0,0,0,1,2,1,0,0,0,0,1,1,csa
58185,Domaine A. et P. de Villaine Mercurey Les Montots 2013,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Csc
58215,Bollinger R.D 2002,3,4,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,cfb
58229,Pascal Jolivet Attitude Pinot Noir 2013,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,Cfa
58295,Chakana Sauvignon Blanc NA,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,csc
58355,Arboleda Pinot Noir 2013,1,4,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,csc
58374,Chateau Mathiot 2014,4,4,1,4,0,0,0,1,0,2,0,0,0,0,0,0,1,Cfa
58390,Dujac Fils & Pere Chambolle Musigny 2012,1,4,1,3,0,1,0,0,1,1,1,0,0,0,0,0,0,csc
58393,Dujac Fils & Pere Nuits-Saint-Georges 1er Cru 'Les Damodes' 2012,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,csc
58402,Rene Bouvier Gevrey-Chambertin 1er Cru 'Les Fontenys' 2012,1,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,cfb
58503,Marchesi Antinori Conte della Vipera  2012,4,4,1,4,0,0,0,0,1,0,0,0,0,0,0,2,1,BSk
58575,Denis Dubourdieu Domaines Clos Floridene Blanc 2013,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,bwk
58580,Chateau Lesparre Grave de Vayres Blanc 2014,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,csc
58586,Miguel Torres Cordillera Brut 2013,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,Csc
58615,Miguel Torres Santa Digna Reserva Pinot Noir 2012,1,4,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,csc
58670,Chateau Mont Perat Blanc 2010,4,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,cfb
58717,Gaja Langhe Alteni di Brassica 2011,4,4,1,6,0,0,1,1,0,1,0,0,0,0,0,0,1,cfb
58750,"Chateau de La Tour, Clos de Vougeot Vieilles Vignes Grand Cru 2011",1,4,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,csc
58799,Chateau Cruzeau White 2009,4,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Cfa
58816,Leoh Sauvignon Blanc 2012,4,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
58847,J.Lohr Falcon¡¯s Perch Pinot Noir 2011,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,Csa
58917,Albert Bichot Bourgogne Pinot Noir Heritage 1831  2011,1,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,Cfa
58925,Gloria Ferrer Va De Vi Ultra Cuvee NV,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,csc
58968,Aconcagua Costa Sauvignon Blanc 2014,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,cfb
58972,Greg Linn  Hudson Pinot Noir 2007,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Cfb
58974,Van Wagoner  Cuvee Speciale Pinot Noir 2009,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cfb
58975,Van Wagoner Pinot Noir 2007,1,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Cfb
58978,Ambullneo Vineyards Solomon Hills Pinot Noir 2006,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Cfb
58989,Wind Racer Anderson Valley Pinot Noir 2011,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,cfb
58990,Wind Racer Russian River Valley Pinot Noir  2011,1,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,cfb
58991,Jackson Estate  Outland Ridge Pinot Noir  2012,1,4,1,4,0,2,0,0,1,0,0,0,0,0,0,0,1,cfb
58999,Hartford Court Land¡¯s Edge Pinot Noir 2012,1,4,1,3,0,0,0,1,1,0,2,0,0,0,0,0,2,Csc
59009,Little Beauty Black Edition Sauvignon Blanc 2012,4,4,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,Cfa
59011,Little Beauty Sauvignon Blanc 2013,4,4,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,Cfa
59012,Louis Latour Clos Vougeot Grand Cru 2011,1,4,1,5,0,0,0,0,1,1,2,0,0,0,0,0,1,Csc
59014,Louis Latour Grands Echezeaux Grand Cru 2010,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,Csc
59015,Louis Latour Romanee St Vivant Grand Cru ¡¯Les Quatre Journaux¡¯ 2011,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cfb
59028,Oyster Bay Sauvignon Blanc 2014,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cfb
59030,Oyster Bay Pinot Noir 2013,1,4,1,2,0,0,0,0,0,1,1,2,0,0,0,1,1,Csc
59063,Sanford Pinot Noir 2009,1,4,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,Csc
59087,Sancerre Blanc La Graveliere  2013,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,2,2,Cfa
59094,Leyda Lot 4 Sauvignon Blanc  NA,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,cfb
